Furnishing,facing,Bathroom,Balcony,Amount_numeric,BHK,Carpet_Area_sqft,Current_Floor,Total_Floors
Semi-Furnished,East,4.0,1.0,42500000.0,4.0,1820.0,14.0,27.0
Unfurnished,East,2.0,2.0,2500000.0,2.0,,1.0,5.0
Semi-Furnished,North - West,1.0,2.0,4500000.0,1.0,400.0,1.0,7.0
Semi-Furnished,East,3.0,3.0,10000000.0,3.0,,1.0,2.0
Semi-Furnished,East,2.0,1.0,21500000.0,2.0,722.0,14.0,28.0
Unfurnished,East,1.0,2.0,3500000.0,1.0,480.0,5.0,8.0
Unfurnished,East,2.0,2.0,22500000.0,3.0,,3.0,8.0
Unfurnished,North - East,2.0,2.0,3500000.0,2.0,660.0,3.0,5.0
Semi-Furnished,East,2.0,2.0,12000000.0,2.0,,7.0,8.0
,East,1.0,2.0,3600000.0,1.0,,14.0,16.0
Semi-Furnished,East,1.0,2.0,5450000.0,1.0,415.0,4.0,7.0
Unfurnished,North,1.0,1.0,3200000.0,1.0,,6.0,18.0
Unfurnished,East,1.0,2.0,,1.0,,4.0,5.0
Semi-Furnished,East,3.0,2.0,8800000.0,3.0,820.0,9.0,12.0
Semi-Furnished,East,2.0,1.0,15600000.0,2.0,755.0,2.0,7.0
Unfurnished,East,1.0,2.0,4200000.0,1.0,,0.0,7.0
Unfurnished,East,1.0,2.0,5200000.0,1.0,,1.0,7.0
Unfurnished,North - East,2.0,1.0,9000000.0,2.0,668.0,10.0,18.0
Unfurnished,North,2.0,2.0,7000000.0,2.0,700.0,1.0,5.0
Semi-Furnished,East,1.0,2.0,5300000.0,1.0,410.0,2.0,7.0
Semi-Furnished,South - East,2.0,1.0,11000000.0,2.0,700.0,1.0,7.0
Unfurnished,East,1.0,2.0,8700000.0,1.0,527.0,1.0,5.0
Unfurnished,North - East,2.0,1.0,6200000.0,3.0,800.0,10.0,19.0
Furnished,East,2.0,2.0,2800000.0,1.0,,3.0,5.0
Unfurnished,East,1.0,2.0,4500000.0,1.0,450.0,2.0,8.0
Semi-Furnished,East,3.0,2.0,8900000.0,3.0,856.0,6.0,21.0
Furnished,North - East,3.0,2.0,19000000.0,3.0,1120.0,14.0,22.0
Semi-Furnished,East,2.0,2.0,9600000.0,2.0,480.0,4.0,23.0
Furnished,East,1.0,2.0,8300000.0,1.0,,6.0,7.0
Semi-Furnished,South - East,1.0,3.0,3300000.0,1.0,475.0,16.0,16.0
Unfurnished,East,2.0,1.0,5800000.0,1.0,400.0,8.0,16.0
Semi-Furnished,South - East,2.0,2.0,5800000.0,2.0,749.0,6.0,7.0
Semi-Furnished,East,2.0,2.0,8500000.0,1.0,,10.0,11.0
Furnished,South,1.0,2.0,11000000.0,1.0,480.0,2.0,7.0
Unfurnished,East,1.0,2.0,3500000.0,1.0,590.0,2.0,4.0
Unfurnished,East,2.0,2.0,11299999.999999998,2.0,636.0,20.0,26.0
Semi-Furnished,East,2.0,2.0,6000000.0,1.0,,7.0,8.0
Unfurnished,East,1.0,1.0,2500000.0,1.0,400.0,3.0,4.0
Unfurnished,East,1.0,1.0,4000000.0,1.0,600.0,2.0,3.0
Unfurnished,East,2.0,2.0,5000000.0,1.0,450.0,17.0,18.0
Semi-Furnished,East,1.0,2.0,3500000.0,2.0,,1.0,4.0
Semi-Furnished,North - East,2.0,1.0,9600000.0,2.0,771.0,10.0,31.0
Unfurnished,East,1.0,2.0,2700000.0,1.0,,2.0,4.0
Semi-Furnished,North - East,3.0,3.0,15500000.0,3.0,1000.0,10.0,30.0
Furnished,East,1.0,2.0,7600000.0,1.0,464.0,5.0,6.0
Unfurnished,East,2.0,2.0,11100000.000000002,2.0,636.0,14.0,26.0
Semi-Furnished,East,2.0,1.0,6800000.0,1.0,475.0,5.0,8.0
Unfurnished,East,2.0,1.0,7500000.0,2.0,,9.0,17.0
Unfurnished,East,2.0,1.0,6200000.0,1.0,440.0,8.0,23.0
Semi-Furnished,West,2.0,2.0,7300000.0,2.0,700.0,4.0,17.0
Semi-Furnished,East,1.0,2.0,7500000.0,1.0,420.0,5.0,7.0
Unfurnished,East,2.0,2.0,5400000.0,2.0,656.0,6.0,7.0
Furnished,East,2.0,2.0,2000000.0,2.0,750.0,4.0,4.0
Unfurnished,East,2.0,1.0,10000000.0,2.0,666.0,4.0,12.0
Semi-Furnished,East,1.0,2.0,4500000.0,1.0,,5.0,7.0
Semi-Furnished,East,1.0,2.0,4800000.0,1.0,,1.0,7.0
Semi-Furnished,East,1.0,2.0,4800000.0,1.0,,1.0,7.0
Unfurnished,East,2.0,2.0,9000000.0,1.0,468.0,0.0,1.0
Unfurnished,East,2.0,2.0,4200000.0,1.0,401.0,5.0,21.0
Unfurnished,East,2.0,1.0,12200000.0,2.0,650.0,12.0,24.0
Semi-Furnished,East,2.0,2.0,16000000.0,2.0,,19.0,20.0
Semi-Furnished,East,3.0,2.0,20000000.0,4.0,,6.0,8.0
Unfurnished,East,1.0,2.0,3000000.0,1.0,,5.0,7.0
Semi-Furnished,North - East,2.0,2.0,7550000.0,1.0,450.0,4.0,20.0
Semi-Furnished,East,2.0,2.0,2800000.0,1.0,460.0,1.0,5.0
Unfurnished,East,1.0,1.0,2700000.0,1.0,,4.0,7.0
Semi-Furnished,East,1.0,2.0,2600000.0,1.0,380.0,4.0,4.0
Furnished,East,3.0,2.0,8000000.0,3.0,915.0,6.0,7.0
Semi-Furnished,East,2.0,2.0,3300000.0,2.0,635.0,1.0,6.0
Semi-Furnished,East,2.0,2.0,6800000.0,1.0,445.0,6.0,15.0
Furnished,East,2.0,1.0,9500000.0,2.0,756.0,20.0,29.0
Semi-Furnished,East,3.0,2.0,23500000.0,3.0,910.0,10.0,18.0
Semi-Furnished,East,2.0,2.0,15000000.0,2.0,559.0,10.0,18.0
Furnished,East,1.0,2.0,9500000.0,1.0,,7.0,15.0
Furnished,East,3.0,2.0,24000000.0,3.0,1500.0,6.0,30.0
Semi-Furnished,East,2.0,2.0,4500000.0,2.0,,7.0,9.0
Semi-Furnished,East,1.0,2.0,2000000.0,1.0,,3.0,4.0
Unfurnished,East,2.0,2.0,3950000.0,1.0,450.0,4.0,16.0
Unfurnished,North - East,1.0,2.0,3500000.0,1.0,550.0,2.0,6.0
Unfurnished,East,1.0,1.0,4200000.0,1.0,455.0,3.0,7.0
Unfurnished,North - East,2.0,1.0,15300000.0,2.0,635.0,21.0,45.0
Unfurnished,East,2.0,1.0,2380000.0,1.0,450.0,4.0,7.0
Unfurnished,East,1.0,2.0,2500000.0,1.0,,7.0,7.0
Furnished,North - East,1.0,2.0,7600000.0,1.0,464.0,5.0,6.0
Unfurnished,East,1.0,2.0,2900000.0,1.0,,7.0,7.0
Furnished,East,3.0,2.0,16500000.0,3.0,,16.0,19.0
Unfurnished,East,1.0,1.0,5100000.0,1.0,,2.0,3.0
Furnished,East,2.0,2.0,9500000.0,2.0,,6.0,12.0
Unfurnished,East,2.0,2.0,15500000.0,2.0,570.0,6.0,12.0
Unfurnished,East,2.0,2.0,13899999.999999998,2.0,,2.0,7.0
Unfurnished,North - East,2.0,3.0,17000000.0,2.0,767.0,9.0,29.0
Semi-Furnished,East,2.0,2.0,10000000.0,2.0,,8.0,27.0
Semi-Furnished,East,2.0,2.0,10000000.0,2.0,,8.0,27.0
Unfurnished,East,2.0,2.0,10900000.0,2.0,650.0,19.0,26.0
Semi-Furnished,East,1.0,2.0,3000000.0,1.0,,2.0,3.0
Unfurnished,East,2.0,2.0,8600000.0,2.0,,6.0,8.0
Unfurnished,East,1.0,2.0,5300000.0,1.0,,22.0,25.0
Unfurnished,East,1.0,2.0,3800000.0,1.0,,4.0,7.0
Unfurnished,East,1.0,2.0,3800000.0,1.0,,4.0,7.0
Unfurnished,East,1.0,2.0,3900000.0,1.0,,4.0,7.0
Furnished,East,2.0,2.0,12100000.0,2.0,780.0,2.0,10.0
Unfurnished,East,2.0,2.0,11000000.0,2.0,636.0,13.0,26.0
Semi-Furnished,East,2.0,2.0,,2.0,,2.0,8.0
Semi-Furnished,East,2.0,2.0,21000000.0,3.0,930.0,7.0,12.0
Semi-Furnished,East,1.0,2.0,5200000.0,1.0,430.0,1.0,7.0
Unfurnished,East,1.0,2.0,1800000.0,1.0,,3.0,5.0
Unfurnished,East,2.0,2.0,11000000.0,2.0,600.0,6.0,27.0
Unfurnished,North,2.0,2.0,6200000.0,2.0,640.0,2.0,8.0
Unfurnished,East,1.0,2.0,3800000.0,1.0,,4.0,5.0
Unfurnished,North - East,1.0,2.0,2050000.0,1.0,388.0,12.0,12.0
Unfurnished,West,2.0,1.0,3900000.0,1.0,435.0,6.0,7.0
Unfurnished,West,1.0,2.0,4000000.0,1.0,300.0,1.0,2.0
Unfurnished,East,2.0,3.0,6000000.0,1.0,410.0,8.0,16.0
Semi-Furnished,North - East,3.0,1.0,21000000.0,3.0,1290.0,15.0,27.0
Unfurnished,East,2.0,2.0,9500000.0,2.0,,4.0,12.0
Unfurnished,East,2.0,2.0,11200000.000000002,2.0,636.0,16.0,26.0
Unfurnished,East,3.0,3.0,17000000.0,3.0,940.0,15.0,32.0
Unfurnished,East,2.0,3.0,4200000.0,1.0,475.0,13.0,20.0
Unfurnished,East,1.0,1.0,2500000.0,1.0,468.0,4.0,8.0
Semi-Furnished,East,1.0,2.0,4500000.0,1.0,,2.0,7.0
Semi-Furnished,North - East,3.0,3.0,24500000.0,3.0,1250.0,15.0,27.0
Semi-Furnished,West,2.0,2.0,4900000.0,1.0,450.0,9.0,22.0
Unfurnished,East,2.0,2.0,18100000.0,2.0,818.0,11.0,18.0
Unfurnished,East,2.0,1.0,6000000.0,2.0,670.0,5.0,8.0
Semi-Furnished,East,1.0,2.0,4500000.0,1.0,580.0,9.0,18.0
Semi-Furnished,East,2.0,2.0,4500000.0,2.0,,7.0,7.0
Furnished,East,2.0,2.0,4500000.0,2.0,584.0,10.0,19.0
Semi-Furnished,East,2.0,2.0,3000000.0,2.0,640.0,3.0,11.0
Unfurnished,East,3.0,1.0,25000000.0,3.0,1260.0,10.0,31.0
Unfurnished,East,2.0,3.0,2900000.0,1.0,650.0,6.0,10.0
Unfurnished,East,2.0,2.0,6800000.0,2.0,700.0,3.0,6.0
Semi-Furnished,East,2.0,1.0,7200000.0,1.0,430.0,4.0,15.0
Semi-Furnished,East,1.0,2.0,1250000.0,1.0,,1.0,3.0
Semi-Furnished,East,2.0,2.0,10000000.0,2.0,,8.0,27.0
Semi-Furnished,East,2.0,2.0,10000000.0,2.0,,8.0,27.0
Unfurnished,East,2.0,2.0,17500000.0,3.0,844.0,3.0,12.0
Semi-Furnished,East,2.0,2.0,5000000.0,1.0,450.0,4.0,7.0
Semi-Furnished,North,3.0,3.0,18000000.0,3.0,,18.0,23.0
Semi-Furnished,East,1.0,1.0,7500000.0,1.0,453.0,3.0,13.0
Unfurnished,East,2.0,1.0,2400000.0,1.0,,2.0,7.0
Unfurnished,East,1.0,2.0,2200000.0,1.0,,10.0,13.0
Furnished,West,2.0,4.0,8200000.0,1.0,450.0,2.0,7.0
Semi-Furnished,East,2.0,3.0,2500000.0,1.0,430.0,4.0,7.0
Unfurnished,East,2.0,1.0,15500000.0,2.0,676.0,2.0,12.0
Semi-Furnished,North - East,3.0,1.0,21000000.0,3.0,1115.0,18.0,28.0
Unfurnished,North,3.0,4.0,16000000.0,3.0,950.0,15.0,30.0
Semi-Furnished,East,1.0,2.0,4300000.0,1.0,,0.0,1.0
Unfurnished,East,1.0,2.0,4500000.0,1.0,,0.0,7.0
Unfurnished,East,1.0,2.0,,1.0,,2.0,4.0
Unfurnished,East,2.0,2.0,10500000.0,2.0,530.0,20.0,26.0
Semi-Furnished,East,1.0,2.0,7000000.0,1.0,,3.0,7.0
Semi-Furnished,West,2.0,2.0,11500000.0,2.0,700.0,8.0,19.0
Unfurnished,East,2.0,1.0,6000000.0,1.0,,2.0,15.0
Unfurnished,East,2.0,4.0,,2.0,691.0,1.0,26.0
Unfurnished,East,1.0,2.0,4000000.0,1.0,,0.0,6.0
Semi-Furnished,East,1.0,2.0,3800000.0,1.0,,4.0,7.0
Unfurnished,East,1.0,2.0,,1.0,,2.0,5.0
Unfurnished,East,2.0,1.0,23000000.0,3.0,902.0,14.0,28.0
Semi-Furnished,East,3.0,2.0,23500000.0,3.0,1090.0,17.0,30.0
Furnished,East,4.0,4.0,12500000.0,3.0,,5.0,7.0
Unfurnished,North - East,2.0,3.0,6500000.0,2.0,640.0,2.0,12.0
Furnished,East,2.0,2.0,7900000.0,2.0,,4.0,8.0
Unfurnished,East,1.0,2.0,7100000.0,1.0,450.0,2.0,7.0
Semi-Furnished,East,2.0,1.0,16500000.0,3.0,880.0,10.0,20.0
Semi-Furnished,East,4.0,2.0,31000000.0,4.0,1070.0,21.0,28.0
Semi-Furnished,East,1.0,2.0,5700000.0,1.0,300.0,4.0,17.0
Unfurnished,East,3.0,1.0,27500000.0,3.0,1250.0,8.0,27.0
Unfurnished,East,2.0,2.0,8000000.0,2.0,610.0,5.0,7.0
Unfurnished,West,2.0,2.0,6000000.0,2.0,700.0,6.0,16.0
Unfurnished,West,2.0,1.0,20000000.0,3.0,900.0,25.0,27.0
Semi-Furnished,East,2.0,1.0,11200000.000000002,2.0,680.0,8.0,30.0
Unfurnished,East,2.0,3.0,9000000.0,1.0,,12.0,21.0
Unfurnished,East,3.0,1.0,25400000.0,3.0,1163.0,15.0,18.0
Unfurnished,East,1.0,3.0,4100000.0,1.0,430.0,16.0,16.0
Semi-Furnished,East,1.0,2.0,2480000.0,1.0,486.0,7.0,7.0
Semi-Furnished,East,1.0,2.0,2320000.0,1.0,486.0,7.0,7.0
Semi-Furnished,East,1.0,2.0,5100000.0,1.0,,4.0,4.0
Unfurnished,East,10.0,2.0,,6.0,,50.0,50.0
Semi-Furnished,North,1.0,2.0,9400000.0,1.0,441.0,7.0,7.0
Semi-Furnished,East,1.0,1.0,1800000.0,1.0,448.0,0.0,4.0
Unfurnished,East,1.0,2.0,900000.0,1.0,,4.0,6.0
Semi-Furnished,North - East,2.0,4.0,10700000.0,2.0,752.0,7.0,11.0
,East,2.0,2.0,7000000.0,2.0,,1.0,7.0
Semi-Furnished,North,3.0,1.0,28500000.0,3.0,1015.0,11.0,28.0
Unfurnished,East,2.0,2.0,4500000.0,2.0,515.0,2.0,8.0
Unfurnished,East,2.0,2.0,6500000.0,1.0,425.0,9.0,16.0
Unfurnished,North - East,1.0,1.0,4700000.0,1.0,350.0,5.0,9.0
Unfurnished,West,2.0,2.0,16000000.0,2.0,635.0,20.0,36.0
Unfurnished,East,2.0,1.0,1800000.0,1.0,401.0,3.0,3.0
Furnished,East,2.0,2.0,9000000.0,1.0,490.0,4.0,7.0
Unfurnished,East,2.0,3.0,3200000.0,1.0,425.0,4.0,16.0
Semi-Furnished,East,2.0,2.0,3000000.0,1.0,,3.0,3.0
Unfurnished,East,1.0,1.0,13600000.000000002,1.0,580.0,8.0,15.0
Semi-Furnished,East,2.0,1.0,4000000.0,1.0,386.0,4.0,8.0
Unfurnished,East,1.0,1.0,6000000.0,1.0,486.0,6.0,7.0
,East,2.0,2.0,2500000.0,1.0,,4.0,4.0
Unfurnished,East,2.0,3.0,2500000.0,2.0,675.0,5.0,7.0
Unfurnished,East,2.0,1.0,2350000.0,1.0,405.0,3.0,12.0
Semi-Furnished,East,1.0,2.0,5500000.0,1.0,,7.0,8.0
Semi-Furnished,East,2.0,2.0,8090000.000000001,2.0,600.0,5.0,8.0
Unfurnished,East,3.0,1.0,7500000.0,3.0,838.0,15.0,18.0
Semi-Furnished,East,2.0,2.0,12500000.0,2.0,574.0,17.0,18.0
Unfurnished,West,2.0,2.0,2500000.0,2.0,430.0,1.0,7.0
Furnished,East,2.0,2.0,11000000.0,2.0,,5.0,27.0
Unfurnished,North - East,2.0,1.0,5500000.0,1.0,450.0,7.0,22.0
Unfurnished,East,2.0,1.0,5000000.0,2.0,49.0,5.0,19.0
Semi-Furnished,North - East,3.0,3.0,24500000.0,3.0,999.0,18.0,27.0
Furnished,East,2.0,2.0,3700000.0,1.0,,3.0,7.0
Unfurnished,East,2.0,2.0,12500000.0,2.0,607.0,6.0,22.0
Semi-Furnished,West,3.0,2.0,19500000.0,3.0,,4.0,22.0
Unfurnished,East,2.0,1.0,10000000.0,2.0,586.0,13.0,20.0
Semi-Furnished,North,2.0,2.0,7500000.0,1.0,470.0,3.0,7.0
Unfurnished,East,2.0,2.0,11000000.0,2.0,,7.0,8.0
Unfurnished,North - East,3.0,2.0,26900000.0,3.0,1100.0,4.0,26.0
Unfurnished,East,2.0,2.0,17500000.0,2.0,750.0,10.0,30.0
Unfurnished,East,2.0,1.0,14000000.0,2.0,800.0,1.0,13.0
Unfurnished,East,1.0,1.0,2350000.0,1.0,,5.0,8.0
Unfurnished,East,2.0,2.0,3100000.0,2.0,,5.0,6.0
Unfurnished,East,3.0,1.0,28500000.0,3.0,1246.0,9.0,19.0
Unfurnished,East,2.0,3.0,1850000.0,1.0,443.0,1.0,4.0
Unfurnished,East,1.0,1.0,13500000.0,1.0,580.0,9.0,15.0
Unfurnished,East,2.0,1.0,10200000.0,2.0,586.0,15.0,20.0
Unfurnished,East,2.0,2.0,3600000.0,2.0,,16.0,16.0
Unfurnished,East,2.0,2.0,6800000.0,2.0,685.0,3.0,7.0
Unfurnished,East,4.0,1.0,35000000.0,4.0,1518.0,18.0,30.0
Unfurnished,East,1.0,1.0,,1.0,,4.0,7.0
Semi-Furnished,East,5.0,1.0,57900000.0,4.0,2020.0,13.0,30.0
Semi-Furnished,East,2.0,2.0,10000000.0,2.0,,12.0,23.0
Furnished,East,2.0,2.0,7500000.0,1.0,455.0,28.0,30.0
Semi-Furnished,East,3.0,2.0,22500000.0,3.0,1090.0,10.0,22.0
Unfurnished,East,3.0,1.0,27500000.0,3.0,1070.0,12.0,27.0
Unfurnished,East,1.0,2.0,2800000.0,1.0,400.0,0.0,4.0
Unfurnished,East,2.0,2.0,3329999.9999999995,2.0,585.0,5.0,12.0
Unfurnished,West,3.0,1.0,14500000.0,3.0,826.0,6.0,27.0
Unfurnished,East,2.0,4.0,5350000.0,1.0,444.0,4.0,7.0
Unfurnished,East,1.0,1.0,2500000.0,1.0,650.0,3.0,3.0
Unfurnished,East,2.0,2.0,13000000.0,2.0,750.0,24.0,26.0
Unfurnished,North - East,1.0,1.0,3000000.0,1.0,495.0,5.0,8.0
Unfurnished,East,2.0,2.0,8300000.0,2.0,650.0,4.0,7.0
Semi-Furnished,East,3.0,2.0,21900000.0,3.0,993.0,12.0,27.0
Semi-Furnished,East,2.0,1.0,12200000.0,2.0,711.0,25.0,32.0
Unfurnished,East,3.0,1.0,21000000.0,3.0,1042.0,16.0,18.0
Semi-Furnished,East,1.0,2.0,2520000.0,1.0,,3.0,3.0
Unfurnished,East,2.0,3.0,8900000.0,2.0,611.0,9.0,20.0
Semi-Furnished,East,2.0,2.0,9500000.0,2.0,670.0,3.0,7.0
Unfurnished,East,2.0,2.0,6500000.0,1.0,,10.0,27.0
Unfurnished,East,1.0,2.0,2750000.0,1.0,,2.0,7.0
Furnished,East,2.0,2.0,3110000.0,2.0,,10.0,22.0
Unfurnished,East,1.0,2.0,2500000.0,1.0,,1.0,3.0
Unfurnished,North - East,2.0,1.0,14100000.0,2.0,779.0,13.0,26.0
Unfurnished,North - East,2.0,2.0,7600000.0,2.0,525.0,15.0,16.0
,East,2.0,2.0,,1.0,,5.0,8.0
Unfurnished,East,1.0,2.0,2200000.0,1.0,,2.0,5.0
Unfurnished,East,2.0,2.0,10800000.0,2.0,636.0,11.0,26.0
Unfurnished,North,2.0,3.0,5100000.0,1.0,610.0,1.0,5.0
Unfurnished,East,1.0,2.0,4000000.0,1.0,450.0,7.0,8.0
Unfurnished,North - East,2.0,3.0,14000000.0,2.0,720.0,11.0,28.0
Unfurnished,West,3.0,3.0,22500000.0,3.0,1100.0,3.0,6.0
Unfurnished,East,2.0,3.0,3400000.0,1.0,440.0,9.0,16.0
Unfurnished,East,1.0,2.0,,1.0,,1.0,8.0
Unfurnished,West,3.0,1.0,22000000.0,3.0,,9.0,14.0
Unfurnished,East,2.0,3.0,5400000.0,2.0,700.0,5.0,16.0
Unfurnished,North - East,2.0,2.0,7900000.0,1.0,,23.0,27.0
Semi-Furnished,East,1.0,2.0,6600000.0,1.0,420.0,4.0,7.0
Unfurnished,North - East,2.0,2.0,19000000.0,3.0,900.0,3.0,6.0
Semi-Furnished,East,2.0,2.0,14000000.0,2.0,851.0,27.0,36.0
Unfurnished,East,2.0,2.0,6000000.0,1.0,580.0,17.0,25.0
Unfurnished,East,2.0,2.0,6500000.0,2.0,580.0,2.0,7.0
Furnished,East,2.0,3.0,4100000.0,2.0,650.0,2.0,7.0
Unfurnished,North,2.0,2.0,9000000.0,2.0,620.0,6.0,7.0
Unfurnished,East,1.0,1.0,2100000.0,1.0,,4.0,4.0
Semi-Furnished,East,2.0,2.0,6200000.0,1.0,444.0,23.0,28.0
Unfurnished,East,2.0,2.0,3290000.0,2.0,530.0,5.0,12.0
Unfurnished,East,1.0,2.0,4500000.0,2.0,778.0,4.0,4.0
Unfurnished,North,2.0,1.0,7500000.0,2.0,710.0,2.0,12.0
Semi-Furnished,East,3.0,2.0,5100000.0,3.0,,6.0,8.0
Unfurnished,East,3.0,1.0,28000000.0,4.0,1380.0,12.0,31.0
Semi-Furnished,East,2.0,2.0,12000000.0,2.0,800.0,5.0,14.0
Unfurnished,East,1.0,2.0,2600000.0,1.0,,4.0,4.0
Furnished,East,2.0,2.0,3500000.0,1.0,,2.0,7.0
Semi-Furnished,North - West,1.0,2.0,4700000.0,1.0,414.0,9.0,14.0
Semi-Furnished,East,2.0,2.0,14300000.0,2.0,851.0,32.0,36.0
Unfurnished,East,1.0,2.0,1900000.0,1.0,,4.0,4.0
Unfurnished,East,1.0,2.0,1500000.0,1.0,,4.0,4.0
Unfurnished,East,4.0,1.0,24000000.0,4.0,1520.0,14.0,27.0
Unfurnished,East,3.0,3.0,20000000.0,3.0,927.0,5.0,27.0
Semi-Furnished,North,2.0,1.0,16000000.0,2.0,690.0,16.0,22.0
Semi-Furnished,East,2.0,2.0,7200000.0,2.0,615.0,14.0,28.0
Semi-Furnished,East,1.0,2.0,1450000.0,1.0,,1.0,4.0
Unfurnished,East,2.0,2.0,7509999.999999999,1.0,472.0,12.0,30.0
Unfurnished,East,2.0,2.0,14000000.0,2.0,,1.0,26.0
,East,1.0,2.0,3900000.0,1.0,,2.0,4.0
Unfurnished,North,2.0,1.0,4800000.0,1.0,500.0,3.0,11.0
Semi-Furnished,North - West,2.0,1.0,20700000.0,2.0,685.0,25.0,29.0
Unfurnished,East,3.0,1.0,20500000.0,3.0,1190.0,9.0,20.0
Unfurnished,East,1.0,1.0,3500000.0,1.0,,5.0,7.0
Semi-Furnished,East,2.0,2.0,12000000.0,2.0,711.0,20.0,32.0
Unfurnished,East,2.0,3.0,16500000.0,2.0,698.0,12.0,33.0
Semi-Furnished,East,1.0,1.0,5900000.0,1.0,456.0,8.0,19.0
Furnished,North - East,1.0,1.0,8500000.0,1.0,550.0,4.0,12.0
Unfurnished,East,2.0,2.0,6050000.0,1.0,503.0,4.0,7.0
Unfurnished,East,1.0,2.0,4000000.0,1.0,,1.0,4.0
Unfurnished,East,3.0,1.0,22500000.0,3.0,1073.0,12.0,22.0
Unfurnished,East,3.0,1.0,18500000.0,3.0,1116.0,5.0,7.0
Semi-Furnished,East,2.0,2.0,19500000.0,3.0,846.0,12.0,27.0
Semi-Furnished,West,2.0,2.0,7300000.0,2.0,650.0,9.0,18.0
Semi-Furnished,North,2.0,1.0,16500000.0,2.0,800.0,1.0,12.0
Unfurnished,North - East,2.0,1.0,12100000.0,2.0,691.0,10.0,26.0
,East,1.0,2.0,,1.0,,4.0,8.0
Semi-Furnished,East,2.0,2.0,14500000.0,3.0,660.0,3.0,16.0
Furnished,East,2.0,2.0,14500000.0,2.0,652.0,17.0,19.0
Unfurnished,East,2.0,2.0,13500000.0,2.0,661.0,2.0,27.0
Unfurnished,East,2.0,2.0,26500000.0,2.0,700.0,7.0,7.0
Unfurnished,North,1.0,2.0,6500000.0,1.0,565.0,4.0,4.0
Semi-Furnished,East,1.0,2.0,2500000.0,1.0,,6.0,7.0
Semi-Furnished,North - East,2.0,1.0,11299999.999999998,2.0,700.0,13.0,42.0
Unfurnished,East,2.0,2.0,17500000.0,2.0,720.0,3.0,8.0
Semi-Furnished,West,1.0,1.0,7800000.0,2.0,,4.0,4.0
Unfurnished,East,3.0,3.0,24900000.000000004,3.0,1000.0,4.0,7.0
Semi-Furnished,South - East,1.0,2.0,5500000.0,1.0,520.0,4.0,7.0
,East,2.0,2.0,7500000.0,1.0,,4.0,6.0
,East,2.0,2.0,11000000.0,2.0,,2.0,7.0
,East,1.0,2.0,5200000.0,1.0,,2.0,4.0
Furnished,East,1.0,2.0,8000000.0,1.0,,0.0,5.0
Semi-Furnished,North - East,2.0,1.0,18500000.0,2.0,750.0,10.0,28.0
Unfurnished,North,1.0,2.0,1800000.0,1.0,,2.0,4.0
Semi-Furnished,East,2.0,2.0,2100000.0,1.0,,1.0,3.0
Unfurnished,East,2.0,2.0,11000000.0,2.0,,16.0,30.0
Unfurnished,East,2.0,2.0,12900000.0,2.0,,5.0,27.0
Unfurnished,East,3.0,2.0,13100000.0,3.0,,2.0,27.0
Unfurnished,East,3.0,2.0,14600000.0,3.0,,5.0,27.0
Semi-Furnished,East,3.0,2.0,18000000.0,3.0,,12.0,27.0
Semi-Furnished,East,3.0,2.0,19000000.0,3.0,,14.0,26.0
Semi-Furnished,South - East,2.0,2.0,15100000.0,2.0,820.0,3.0,7.0
Unfurnished,East,3.0,1.0,24000000.0,3.0,1168.0,15.0,32.0
Furnished,North,3.0,2.0,21000000.0,3.0,1123.0,27.0,31.0
Semi-Furnished,East,2.0,2.0,4700000.0,2.0,,7.0,8.0
Semi-Furnished,North,2.0,1.0,24000000.0,3.0,1015.0,10.0,28.0
Unfurnished,East,2.0,2.0,2300000.0,2.0,,5.0,6.0
Semi-Furnished,East,3.0,2.0,12000000.0,2.0,710.0,5.0,7.0
Unfurnished,South,1.0,2.0,5400000.0,1.0,309.0,2.0,14.0
Unfurnished,East,1.0,2.0,4500000.0,1.0,467.0,5.0,7.0
Unfurnished,West,2.0,3.0,6000000.0,1.0,413.0,7.0,17.0
Unfurnished,East,1.0,2.0,4200000.0,1.0,,3.0,20.0
Semi-Furnished,East,1.0,2.0,5100000.0,1.0,385.0,0.0,4.0
Furnished,East,1.0,2.0,11100000.000000002,2.0,761.0,2.0,2.0
Unfurnished,East,2.0,4.0,8900000.0,2.0,778.0,11.0,25.0
Semi-Furnished,North - East,2.0,2.0,11500000.0,2.0,680.0,15.0,28.0
Semi-Furnished,East,1.0,1.0,2500000.0,1.0,,1.0,3.0
Semi-Furnished,East,3.0,2.0,4500000.0,3.0,,0.0,4.0
Unfurnished,North,1.0,2.0,3100000.0,1.0,443.0,4.0,8.0
Semi-Furnished,East,1.0,2.0,2800000.0,1.0,,1.0,7.0
Unfurnished,East,1.0,2.0,2800000.0,1.0,440.0,2.0,7.0
Unfurnished,East,1.0,2.0,3500000.0,1.0,,13.0,16.0
Semi-Furnished,East,3.0,1.0,42500000.0,3.0,1350.0,18.0,27.0
Unfurnished,East,1.0,2.0,,2.0,,0.0,5.0
Unfurnished,North,2.0,2.0,,1.0,447.0,1.0,30.0
Unfurnished,East,2.0,1.0,2700000.0,2.0,,1.0,4.0
Unfurnished,East,2.0,2.0,17400000.0,2.0,702.0,13.0,32.0
Unfurnished,North - East,1.0,2.0,,1.0,450.0,1.0,3.0
Unfurnished,East,3.0,1.0,15500000.0,3.0,960.0,5.0,30.0
